id,country,admin_region,latitude,longitude,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date
27951,Canada,Vancouver,1.763269541791821,-1.335127450431743,176409,154600,108022,2599,25215,6542,5233,1998-09-18
27952,USA,Arklay_County,2.441439224449056,-2.9081933913488074,178821,23823,12925,1381,3877,520,1110,1998-12-11
27953,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,53520,10396,7897,514,824,291,1162,1999-04-15
27954,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,703784,194430,95992,3447,16969,18615,6708,1999-05-09
27955,Brazil,Sao_Paulo,-23.5505,-46.6333,25781,20453,15804,1306,1334,1499,1110,1998-07-28
27956,Canada,Ottawa,1.480608918212311,-1.9217980547608868,7202,2703,1216,75,533,178,320,1998-09-11
27957,UK,Manchester,-0.16330745969565263,5.456915438611025,75552,1296,792,65,228,15,509,1998-08-11
27958,Australia,Perth,-2.3821152566781127,0.315955519096403,6725,1886,919,130,262,271,217,1999-03-26
27959,Canada,Toronto,-2.097557183413056,-0.6387742714220199,33712,3423,2508,126,242,337,300,1998-09-02
27960,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,448249,323304,244519,15775,61636,21171,12043,1999-02-28
27961,Russia,Siberia_Zone,61.0137,99.1967,2924,881,509,86,78,127,178,1998-07-22
27962,Germany,Frankfurt,-4.724921723598893,2.452041664770111,197509,125574,68814,7128,20359,9851,5764,1999-01-22
27963,Australia,Brisbane,-0.8665823898368763,9.314114221014716,482452,168314,70761,11898,14340,10855,4529,1999-05-21
27964,UK,Birmingham,-2.8500477535126296,3.2832201705097055,1082294,963742,561437,12764,187550,24149,26841,1999-01-18
27965,UK,Manchester,-0.16330745969565263,5.456915438611025,35997,8768,3508,400,858,188,880,1999-04-26
27966,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,8520,4670,2893,339,240,130,940,1998-06-26
27967,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,3962,2150,1598,192,115,122,902,1999-02-11
27968,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,459043,259868,195030,4335,38109,13694,3131,1999-05-12
27969,Antarctica,Rockfort_Island,-67.6167,62.8667,55369,11524,6336,580,1681,1652,1208,1998-11-03
27970,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,50765,15685,9868,178,3094,555,755,1998-10-21
27971,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,147187,29475,15649,1996,5714,2159,975,1999-04-02
27972,Russia,Vladivostok,43.1155,131.8853,1753808,40514,31196,3996,6222,3134,2439,1999-03-31
27973,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,1999,1219,803,27,234,32,931,1998-09-12
27974,France,Marseille,3.0758159318117744,0.8224238495790386,50088,47388,28124,3870,7348,5245,837,1998-08-02
27975,Japan,Tokyo,35.6895,139.6917,794459,524590,235297,45759,75201,28745,12404,1999-04-16
27976,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,475287,359623,164044,28491,62324,41331,15624,1998-05-09
27977,Canada,Ottawa,1.480608918212311,-1.9217980547608868,127133,5547,4121,214,350,366,543,1998-05-09
27978,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,5984360,4154676,1845343,367108,516750,343533,91172,1998-08-21
27979,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,241453,122797,55748,11186,21828,14760,2937,1998-08-30
27980,Germany,Berlin,52.52,13.405,10306,2743,1391,177,195,318,515,1999-05-21
27981,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,48646,27731,12969,1299,4249,412,731,1998-08-16
27982,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,3907892,2638787,1924828,128841,525223,390344,62409,1999-04-07
27983,USA,Florida,0.07366488477169875,-8.521986977221632,219104,195276,78597,18388,20867,2670,7879,1999-01-27
27984,Germany,Berlin,52.52,13.405,637277,121547,89851,5397,6944,11605,2055,1999-01-13
27985,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,3651980,2390249,1363105,43856,232963,170464,64285,1998-11-14
27986,Australia,Perth,-2.3821152566781127,0.315955519096403,20842502,11334268,7789154,441133,847367,1124828,115175,1999-05-17
27987,France,Bordeaux,1.1704801824038547,-1.9678579598366681,14254,8021,4444,254,580,119,947,1998-08-26
27988,France,Bordeaux,1.1704801824038547,-1.9678579598366681,130620,12153,9315,831,2165,1148,981,1998-10-03
27989,Canada,Ottawa,1.480608918212311,-1.9217980547608868,222331,93091,46735,1381,11733,12483,1873,1998-09-05
27990,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,235488,140131,68429,9815,23119,4819,7239,1998-06-12
27991,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,903793,177054,126702,9338,29601,13499,6385,1998-07-02
27992,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,1456550,325504,131395,20573,16477,29365,15077,1999-05-16
27993,Australia,Perth,-2.3821152566781127,0.315955519096403,225807,128813,54524,5315,22182,14239,4034,1998-09-22
27994,Canada,Vancouver,1.763269541791821,-1.335127450431743,159714,105492,53266,6850,8883,12261,3120,1999-01-30
27995,UK,London_City,51.5074,-0.1278,6614,1276,911,92,229,15,868,1999-05-24
27996,Canada,Vancouver,1.763269541791821,-1.335127450431743,72299,40645,19606,3464,2908,3832,2093,1998-05-23
27997,UK,Edinburgh,0.6060610566215301,-4.154607930958573,1921731,787241,496068,17252,53006,47607,25077,1999-04-29
27998,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,24619,3891,1814,280,509,240,810,1999-01-30
27999,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,1312876,128098,99040,6714,19312,6850,5594,1999-05-19
28000,UK,London_City,51.5074,-0.1278,14381,10635,5551,772,1703,671,1014,1998-09-06
28001,Russia,Siberia_Zone,61.0137,99.1967,475532,136358,59698,2015,17672,11241,5488,1999-02-23
28002,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,284730,36420,17022,924,5947,1436,1902,1999-02-05
28003,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,34279,20890,12918,1013,3042,2874,1623,1998-10-29
28004,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,861,282,133,26,48,32,527,1999-01-17
28005,Canada,Vancouver,1.763269541791821,-1.335127450431743,203333,7564,5272,155,591,974,941,1998-12-14
28006,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,143973,129128,67793,2980,7535,14013,3128,1999-01-06
28007,Japan,Tokyo,35.6895,139.6917,736400,470744,221787,29087,83549,40684,16692,1998-07-20
28008,UK,Edinburgh,0.6060610566215301,-4.154607930958573,276614,50469,22098,898,5681,6371,2686,1998-07-15
28009,Brazil,Sao_Paulo,-23.5505,-46.6333,18271,867,446,10,70,113,186,1999-02-05
28010,USA,New_York,40.7128,-74.006,14650,6864,5354,519,794,943,402,1998-11-18
28011,USA,California,-3.768367786224215,-7.269105964257913,11687022,11057468,4648306,429351,1614224,330501,352574,1998-08-27
28012,UK,Manchester,-0.16330745969565263,5.456915438611025,157620,55735,43580,4913,5282,3452,2387,1999-01-07
28013,Antarctica,Rockfort_Island,-67.6167,62.8667,95862,80138,55904,7955,4911,4786,2236,1998-08-30
28014,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,91890,62332,39513,5466,4832,8186,1372,1998-10-21
28015,USA,New_York,40.7128,-74.006,339127,83133,49473,3928,9100,8790,3558,1999-04-24
28016,Brazil,Sao_Paulo,-23.5505,-46.6333,300576,12833,5863,866,2261,1698,639,1998-06-28
28017,Japan,Osaka,1.5102506162201896,-3.245233909150882,10848,9097,3774,363,1598,585,886,1999-05-10
28018,UK,London_City,51.5074,-0.1278,14000,10755,6985,191,888,1277,747,1998-06-24
28019,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,3781892,2540977,1258851,144114,405173,335275,86220,1998-09-29
28020,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,330499,307230,188050,5676,18251,4294,12683,1999-03-27
28021,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,40436,36130,20824,1221,4594,5058,1385,1998-09-29
28022,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,9269,1708,1202,122,264,117,671,1999-05-22
28023,Australia,Sydney,-33.8688,151.2093,36180,18072,9172,1102,1867,1087,1000,1998-10-15
28024,Canada,Montreal,3.577033218814007,0.06437063883327881,10145,2006,903,34,246,117,380,1998-09-25
28025,France,Bordeaux,1.1704801824038547,-1.9678579598366681,35714,30232,19449,902,4453,467,525,1999-04-08
28026,Australia,Sydney,-33.8688,151.2093,398340,16185,11900,786,1154,1695,1254,1998-11-13
28027,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,1382982,921106,706553,43416,155646,20290,41932,1998-09-01
28028,France,Marseille,3.0758159318117744,0.8224238495790386,105098,67526,51987,4190,8287,7018,2428,1998-12-14
28029,Canada,Vancouver,1.763269541791821,-1.335127450431743,34865,7340,3034,504,986,1068,564,1999-03-29
28030,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,55385,48534,23060,1685,3493,7006,2208,1998-11-10
28031,Australia,Sydney,-33.8688,151.2093,31502,17767,12435,1320,1393,252,1432,1999-04-14
28032,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,1791,1547,1054,80,216,62,565,1998-07-18
28033,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,52037,23078,14600,1946,4568,1137,997,1998-05-08
28034,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,223370,171858,94049,3347,25281,20634,5273,1999-04-19
28035,France,Lyon,0.12253540250078182,2.243434500939372,402511,311162,162561,25323,52679,30337,8398,1999-05-08
28036,France,Bordeaux,1.1704801824038547,-1.9678579598366681,7770816,4897348,2136019,60197,815285,208607,211285,1998-06-24
28037,France,Marseille,3.0758159318117744,0.8224238495790386,188447,76520,48554,2777,14020,2681,1738,1998-06-06
28038,UK,Manchester,-0.16330745969565263,5.456915438611025,678628,582711,282683,39857,74148,31428,15131,1999-04-11
28039,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,68638,54307,41047,1176,9283,3362,3271,1999-01-04
28040,Antarctica,Rockfort_Island,-67.6167,62.8667,135876,29866,14623,2286,1651,1016,1603,1998-11-16
28041,France,Paris_District,1.1184999132560782,0.24669544334403318,354279,144720,102381,13792,20681,1457,4971,1999-01-25
28042,USA,Raccoon_City,38.8333,-97.5333,320899,43180,23288,3827,6020,2435,745,1998-07-28
28043,Canada,Montreal,3.577033218814007,0.06437063883327881,4660767,118509,86224,2147,21502,12493,2794,1998-12-12
28044,France,Lyon,0.12253540250078182,2.243434500939372,349748,25907,18018,678,4226,2180,889,1999-03-19
28045,USA,New_York,40.7128,-74.006,14839928,1397327,571933,21464,156105,170323,43541,1998-10-07
28046,UK,Birmingham,-2.8500477535126296,3.2832201705097055,75209,24908,16437,1381,3318,3057,1764,1999-05-24
28047,USA,Texas,-0.36160829624950047,-1.7712103761382976,909,799,498,66,102,85,525,1999-03-31
28048,Germany,Frankfurt,-4.724921723598893,2.452041664770111,6041774,3374536,2459302,292654,183260,405597,125993,1998-08-30
28049,Germany,Munich,1.3304192527089729,0.9162062377984493,67444,56372,27806,3692,3947,6444,1388,1999-01-29
28050,USA,Illinois,-0.1071992535331094,-2.5699940756529567,395838,18158,12563,1152,1237,1361,493,1998-12-23
28051,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,6030661,3628559,2738093,210193,593711,219199,99924,1999-01-22
28052,UK,Birmingham,-2.8500477535126296,3.2832201705097055,34586,17130,12215,818,3282,2359,1369,1999-03-26
28053,Japan,Tokyo,35.6895,139.6917,176690,27022,20765,500,3051,2129,1973,1998-09-09
28054,USA,California,-3.768367786224215,-7.269105964257913,278972,57747,30182,1335,11534,7192,1784,1999-05-17
28055,Antarctica,Rockfort_Island,-67.6167,62.8667,423212,61614,35010,3516,10439,8237,2626,1999-05-24
28056,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,63851506,14550007,8102051,1127664,1603853,585958,272525,1998-10-29
28057,Russia,Siberia_Zone,61.0137,99.1967,220573,538,288,43,61,31,526,1998-11-09
28058,Canada,Toronto,-2.097557183413056,-0.6387742714220199,66928,20067,9237,1083,2895,1384,649,1998-08-18
28059,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,1551788,1445974,588387,91298,143548,124856,68683,1998-11-30
28060,Canada,Montreal,3.577033218814007,0.06437063883327881,12684,7565,3822,135,1400,738,571,1998-12-26
28061,Brazil,Sao_Paulo,-23.5505,-46.6333,10763382,5519359,4400054,346433,1067904,94908,208321,1998-09-18
28062,France,Paris_District,1.1184999132560782,0.24669544334403318,180106,93926,48617,7672,6186,4091,5393,1998-07-12
28063,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,38859,22162,15990,1456,1200,3257,1378,1998-05-03
28064,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,126337,88875,40853,1168,11624,10101,2546,1998-05-02
28065,UK,Manchester,-0.16330745969565263,5.456915438611025,2153,1628,1014,153,135,179,364,1999-04-09
28066,Germany,Berlin,52.52,13.405,5146,148,66,8,25,17,664,1998-11-26
28067,France,Lyon,0.12253540250078182,2.243434500939372,77709,13832,9215,260,2706,1026,914,1999-03-08
28068,Germany,Berlin,52.52,13.405,616195,97369,43286,4613,18974,14129,5190,1998-06-27
28069,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,9640,3481,1802,46,543,171,914,1998-12-03
28070,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,60037,15196,6878,1434,2474,696,651,1999-01-12
28071,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,530646,412760,224044,24300,41829,32966,19842,1998-08-21
28072,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,549228,214657,112926,8749,14438,5428,11106,1998-07-10
28073,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,49457,39504,20091,673,2212,2945,1385,1998-08-10
28074,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,657546,446783,205267,7280,36224,47943,16979,1998-06-14
28075,Russia,Moscow,-3.1270639264667555,0.5501745696793509,106968,44737,27202,1689,2562,3777,2292,1998-09-21
28076,USA,Illinois,-0.1071992535331094,-2.5699940756529567,193417,176007,84587,10125,13169,25174,4301,1998-08-31
28077,Australia,Sydney,-33.8688,151.2093,74086,55630,40838,3184,8010,7761,2034,1999-01-28
28078,Germany,Frankfurt,-4.724921723598893,2.452041664770111,600749,401033,265850,27801,63988,36821,19439,1998-12-16
28079,UK,Birmingham,-2.8500477535126296,3.2832201705097055,204887,152475,113190,10392,27467,3143,8553,1998-05-30
28080,Canada,Vancouver,1.763269541791821,-1.335127450431743,54812,21863,16271,2132,4193,2580,982,1999-02-17
28081,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,287114,30514,16286,575,1594,1838,1569,1999-01-29
28082,USA,New_York,40.7128,-74.006,2113123,826821,355344,62599,125802,43228,12350,1998-11-20
28083,Japan,Osaka,1.5102506162201896,-3.245233909150882,1005,492,246,26,38,21,134,1998-12-26
28084,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,268559,27432,15807,2335,1565,1795,1791,1999-01-22
28085,USA,Texas,-0.36160829624950047,-1.7712103761382976,18679,6583,5113,556,1171,902,1078,1998-06-29
28086,Japan,Osaka,1.5102506162201896,-3.245233909150882,12699,11191,6503,1023,1891,311,588,1998-12-21
28087,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,3683,466,362,43,84,5,431,1999-01-02
28088,Russia,Vladivostok,43.1155,131.8853,284166,169197,120022,4652,24785,5032,3556,1998-10-01
28089,Canada,Toronto,-2.097557183413056,-0.6387742714220199,392459,314965,185284,7692,62306,5406,5330,1998-07-19
28090,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,1624469,1130655,844633,26525,134035,36220,20675,1998-06-07
28091,Australia,Perth,-2.3821152566781127,0.315955519096403,70682,13127,9996,465,1291,1216,1458,1998-09-14
28092,France,Bordeaux,1.1704801824038547,-1.9678579598366681,4577986,1778138,1020659,175705,305103,258066,45486,1998-12-11
28093,Australia,Sydney,-33.8688,151.2093,216317,115527,83810,5218,14769,17028,5820,1998-12-28
28094,Canada,Ottawa,1.480608918212311,-1.9217980547608868,27083,3468,2589,102,605,118,354,1998-11-27
28095,Australia,Perth,-2.3821152566781127,0.315955519096403,223434,55408,31702,2055,5051,7582,1839,1998-06-15
28096,Japan,Okinawa,-0.7058126639679835,7.705785461881211,5962,3737,2201,360,239,517,568,1998-10-19
28097,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,266445,211249,107029,8451,26810,3837,6649,1998-06-11
28098,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,82696,73970,42955,1027,10582,6912,4226,1998-05-23
28099,Antarctica,Rockfort_Island,-67.6167,62.8667,4544643,911252,542649,83860,107605,34034,42327,1999-04-27
28100,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,21916,11347,7460,1111,889,378,936,1999-02-14
28101,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,773,468,297,13,81,37,328,1998-12-16
28102,Australia,Brisbane,-0.8665823898368763,9.314114221014716,38247,26092,19780,1175,1873,294,1518,1998-11-13
28103,Russia,Vladivostok,43.1155,131.8853,82134,51045,33658,2331,6348,1426,1017,1998-11-09
28104,Antarctica,Rockfort_Island,-67.6167,62.8667,1925,1430,650,97,155,192,323,1998-10-01
28105,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,11842,4524,2241,55,866,190,721,1998-06-24
28106,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,483685,238106,182503,11637,14021,20436,6430,1999-01-10
28107,Australia,Perth,-2.3821152566781127,0.315955519096403,127776,20049,8510,1238,1427,2070,1172,1998-05-15
28108,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,6370600,177341,120434,3294,14985,3219,5066,1998-10-28
28109,UK,Edinburgh,0.6060610566215301,-4.154607930958573,55129,8794,3811,380,612,235,841,1998-07-18
28110,Japan,Osaka,1.5102506162201896,-3.245233909150882,17069834,11503059,5616789,1147840,2130237,709977,243107,1998-05-11
28111,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,62503,16630,12016,247,2250,1178,1586,1998-06-27
28112,France,Bordeaux,1.1704801824038547,-1.9678579598366681,25225,17980,9774,1666,3529,761,1196,1998-12-25
28113,Japan,Tokyo,35.6895,139.6917,21737,634,375,24,83,80,989,1999-02-22
28114,UK,London_City,51.5074,-0.1278,5805,1742,1242,61,299,112,537,1999-04-02
28115,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,1628567,81857,51808,5209,10974,11424,3257,1998-11-13
28116,France,Marseille,3.0758159318117744,0.8224238495790386,15487,11118,5674,924,1043,216,671,1998-10-08
28117,Germany,Berlin,52.52,13.405,4461294,1732247,1351576,169220,245796,21902,59681,1998-10-19
28118,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,657072,113378,65298,2832,8939,2011,4170,1999-04-10
28119,USA,Texas,-0.36160829624950047,-1.7712103761382976,376420,205471,91669,3193,33236,24710,5885,1998-09-12
28120,Brazil,Sao_Paulo,-23.5505,-46.6333,360789,331662,141353,30899,48854,15391,9159,1998-12-12
28121,Japan,Okinawa,-0.7058126639679835,7.705785461881211,306035,14738,10702,761,2479,1320,1410,1999-05-08
28122,France,Marseille,3.0758159318117744,0.8224238495790386,25689,14858,8932,1260,2949,1335,1073,1999-03-04
28123,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,440758,290997,177943,5902,21431,27884,13848,1999-01-24
28124,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,37882,30384,15695,1177,5319,2825,1579,1998-06-01
